Position,Control_MNP_III_S56_L002,Control_MNP_II_S55_L002,Control_MNP_I_S54_L002,Only_MNP_C1_S57_L002,Only_MNP_C2_S58_L002,Only_MNP_C3_S59_L002,Only_MNP_C4_S60_L002,Plasmid_Ko_P1_S61_L002,Plasmid_Ko_P2_S62_L002,Plasmid_Ko_P3_S63_L002,Plasmid_Ko_P4_S64_L002,RNP_Cas1_S65_L002,RNP_Cas2_S66_L002,RNP_Cas3_S67_L002,RNP_Cas4_S68_L002
15850299,49,55,49,33,52,38,45,47,62,41,50,61,52,75,74
15850300,49,57,50,33,51,39,45,46,63,40,50,62,53,78,75
15850301,49,56,50,32,50,38,45,46,62,37,49,62,54,77,74
15850302,49,56,49,32,51,38,45,46,62,37,48,62,54,78,75
15850303,50,58,49,32,51,38,45,46,62,37,47,62,54,78,75
15850304,50,56,50,32,51,38,45,47,61,35,47,62,54,77,75
15850305,51,56,51,32,53,39,46,47,60,35,47,62,54,75,75
15850306,49,57,50,32,52,40,47,48,62,36,46,62,54,76,75
15850307,49,59,52,31,53,40,45,49,62,36,46,62,54,76,75
15850308,50,59,51,29,55,40,45,49,61,36,46,61,54,75,76
15850309,50,59,52,29,55,40,46,49,61,36,45,60,54,75,74
15850310,50,59,52,30,55,40,48,49,61,36,45,59,54,76,74
15850311,50,58,53,31,55,40,48,50,61,36,45,59,55,75,74
15850312,50,58,53,31,55,40,48,49,61,35,45,60,56,74,72
15850313,50,61,53,31,55,40,46,49,60,34,45,60,56,73,70
